"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"407",2013,4,30,722,725,-3,949,1015,-26,"AS",21,"N409AS","EWR","SEA",314,2402,7,25,2013-04-30 07:00:00
"408",2013,4,30,1812,1820,-8,2113,2131,-18,"AS",7,"N524AS","EWR","SEA",327,2402,18,20,2013-04-30 18:00:00
"409",2013,5,1,721,725,-4,948,1015,-27,"AS",21,"N413AS","EWR","SEA",312,2402,7,25,2013-05-01 07:00:00
"410",2013,5,1,1810,1820,-10,2050,2131,-41,"AS",7,"N546AS","EWR","SEA",306,2402,18,20,2013-05-01 18:00:00
"411",2013,5,2,720,725,-5,959,1015,-16,"AS",21,"N409AS","EWR","SEA",311,2402,7,25,2013-05-02 07:00:00
"412",2013,5,2,1815,1820,-5,2057,2131,-34,"AS",7,"N546AS","EWR","SEA",308,2402,18,20,2013-05-02 18:00:00
"413",2013,5,3,721,725,-4,938,1015,-37,"AS",21,"N403AS","EWR","SEA",299,2402,7,25,2013-05-03 07:00:00
"414",2013,5,3,1813,1820,-7,2056,2131,-35,"AS",7,"N525AS","EWR","SEA",300,2402,18,20,2013-05-03 18:00:00
"415",2013,5,4,721,725,-4,924,1015,-51,"AS",21,"N315AS","EWR","SEA",289,2402,7,25,2013-05-04 07:00:00
"416",2013,5,4,1816,1820,-4,2017,2131,-74,"AS",7,"N551AS","EWR","SEA",281,2402,18,20,2013-05-04 18:00:00
"417",2013,5,5,721,725,-4,914,1015,-61,"AS",21,"N307AS","EWR","SEA",277,2402,7,25,2013-05-05 07:00:00
"418",2013,5,5,1834,1820,14,2106,2133,-27,"AS",7,"N551AS","EWR","SEA",290,2402,18,20,2013-05-05 18:00:00
"419",2013,5,6,726,725,1,1022,1015,NA,"AS",21,"N407AS","EWR","SEA",NA,2402,7,25,2013-05-06 07:00:00
"420",2013,5,6,1849,1820,29,2119,2133,-14,"AS",7,"N526AS","EWR","SEA",283,2402,18,20,2013-05-06 18:00:00
"421",2013,5,7,716,725,-9,922,1015,-53,"AS",21,"N506AS","EWR","SEA",287,2402,7,25,2013-05-07 07:00:00
"422",2013,5,7,1831,1820,11,2059,2133,-34,"AS",7,"N570AS","EWR","SEA",289,2402,18,20,2013-05-07 18:00:00
"423",2013,5,8,720,725,-5,939,1015,-36,"AS",21,"N537AS","EWR","SEA",294,2402,7,25,2013-05-08 07:00:00
"424",2013,5,8,1951,1820,91,2313,2133,100,"AS",7,"N529AS","EWR","SEA",307,2402,18,20,2013-05-08 18:00:00
"425",2013,5,9,717,725,-8,945,1015,-30,"AS",21,"N531AS","EWR","SEA",310,2402,7,25,2013-05-09 07:00:00
"426",2013,5,9,1902,1820,42,2212,2133,39,"AS",7,"N552AS","EWR","SEA",318,2402,18,20,2013-05-09 18:00:00
"427",2013,5,10,711,725,-14,949,1015,-26,"AS",21,"N556AS","EWR","SEA",320,2402,7,25,2013-05-10 07:00:00
"428",2013,5,10,1818,1820,-2,2114,2133,-19,"AS",7,"N520AS","EWR","SEA",333,2402,18,20,2013-05-10 18:00:00
"429",2013,5,11,723,725,-2,949,1015,-26,"AS",21,"N533AS","EWR","SEA",313,2402,7,25,2013-05-11 07:00:00
"430",2013,5,11,1822,1820,2,2115,2133,-18,"AS",7,"N513AS","EWR","SEA",327,2402,18,20,2013-05-11 18:00:00
"431",2013,5,12,722,725,-3,957,1015,-18,"AS",21,"N553AS","EWR","SEA",315,2402,7,25,2013-05-12 07:00:00
"432",2013,5,12,1813,1820,-7,2105,2133,-28,"AS",7,"N570AS","EWR","SEA",327,2402,18,20,2013-05-12 18:00:00
"433",2013,5,13,720,725,-5,1019,1015,4,"AS",21,"N548AS","EWR","SEA",334,2402,7,25,2013-05-13 07:00:00
"434",2013,5,13,1827,1820,7,2200,2133,27,"AS",7,"N552AS","EWR","SEA",337,2402,18,20,2013-05-13 18:00:00
"435",2013,5,14,719,725,-6,1022,1015,7,"AS",21,"N587AS","EWR","SEA",341,2402,7,25,2013-05-14 07:00:00
"436",2013,5,14,1808,1820,-12,2125,2133,-8,"AS",7,"N551AS","EWR","SEA",339,2402,18,20,2013-05-14 18:00:00
"437",2013,5,15,726,725,1,1045,1015,30,"AS",21,"N548AS","EWR","SEA",332,2402,7,25,2013-05-15 07:00:00
"438",2013,5,15,1926,1820,66,2228,2133,55,"AS",7,"N508AS","EWR","SEA",328,2402,18,20,2013-05-15 18:00:00
"439",2013,5,16,718,725,-7,1006,1015,-9,"AS",21,"N549AS","EWR","SEA",329,2402,7,25,2013-05-16 07:00:00
"440",2013,5,16,1835,1820,15,2207,2133,34,"AS",7,"N551AS","EWR","SEA",343,2402,18,20,2013-05-16 18:00:00
"441",2013,5,17,717,725,-8,1006,1015,-9,"AS",21,"N423AS","EWR","SEA",323,2402,7,25,2013-05-17 07:00:00
"442",2013,5,17,1815,1820,-5,2137,2133,4,"AS",7,"N558AS","EWR","SEA",321,2402,18,20,2013-05-17 18:00:00
"443",2013,5,18,722,725,-3,1017,1015,2,"AS",21,"N549AS","EWR","SEA",332,2402,7,25,2013-05-18 07:00:00
"444",2013,5,18,1815,1820,-5,2049,2133,-44,"AS",7,"N512AS","EWR","SEA",306,2402,18,20,2013-05-18 18:00:00
"445",2013,5,19,717,725,-8,957,1015,-18,"AS",21,"N559AS","EWR","SEA",317,2402,7,25,2013-05-19 07:00:00
"446",2013,5,19,1916,1820,56,2215,2133,42,"AS",7,"N563AS","EWR","SEA",314,2402,18,20,2013-05-19 18:00:00
"447",2013,5,20,714,725,-11,957,1015,-18,"AS",21,"N551AS","EWR","SEA",305,2402,7,25,2013-05-20 07:00:00
"448",2013,5,20,1828,1820,8,2153,2133,20,"AS",7,"N516AS","EWR","SEA",327,2402,18,20,2013-05-20 18:00:00
"449",2013,5,21,725,725,0,1000,1015,-15,"AS",21,"N587AS","EWR","SEA",308,2402,7,25,2013-05-21 07:00:00
"450",2013,5,21,1856,1820,36,2144,2133,11,"AS",7,"N566AS","EWR","SEA",309,2402,18,20,2013-05-21 18:00:00
"451",2013,5,22,724,725,-1,1135,1015,NA,"AS",21,"N592AS","EWR","SEA",NA,2402,7,25,2013-05-22 07:00:00
"452",2013,5,22,1827,1820,7,2113,2133,-20,"AS",7,"N529AS","EWR","SEA",302,2402,18,20,2013-05-22 18:00:00
"453",2013,5,23,723,725,-2,937,1015,-38,"AS",21,"N549AS","EWR","SEA",295,2402,7,25,2013-05-23 07:00:00
"454",2013,5,23,2205,1820,225,41,2133,188,"AS",7,"N516AS","EWR","SEA",317,2402,18,20,2013-05-23 18:00:00
"455",2013,5,24,714,725,-11,938,1015,-37,"AS",21,"N584AS","EWR","SEA",307,2402,7,25,2013-05-24 07:00:00
"456",2013,5,24,1915,1820,55,2205,2133,32,"AS",7,"N563AS","EWR","SEA",322,2402,18,20,2013-05-24 18:00:00
"457",2013,5,25,724,725,-1,1216,1015,NA,"AS",21,"N516AS","EWR","SEA",NA,2402,7,25,2013-05-25 07:00:00
"458",2013,5,25,1807,1820,-13,2105,2133,-28,"AS",7,"N530AS","EWR","SEA",331,2402,18,20,2013-05-25 18:00:00
"459",2013,5,26,719,725,-6,954,1015,-21,"AS",21,"N551AS","EWR","SEA",318,2402,7,25,2013-05-26 07:00:00
"460",2013,5,26,1811,1820,-9,2100,2133,-33,"AS",7,"N548AS","EWR","SEA",319,2402,18,20,2013-05-26 18:00:00
"461",2013,5,27,717,725,-8,951,1015,-24,"AS",21,"N513AS","EWR","SEA",319,2402,7,25,2013-05-27 07:00:00
"462",2013,5,27,1816,1820,-4,2102,2133,-31,"AS",7,"N551AS","EWR","SEA",314,2402,18,20,2013-05-27 18:00:00
"463",2013,5,28,723,725,-2,1006,1015,-9,"AS",21,"N553AS","EWR","SEA",316,2402,7,25,2013-05-28 07:00:00
"464",2013,5,28,1810,1820,-10,2115,2133,-18,"AS",7,"N548AS","EWR","SEA",320,2402,18,20,2013-05-28 18:00:00
"465",2013,5,29,726,725,1,1009,1015,-6,"AS",21,"N549AS","EWR","SEA",307,2402,7,25,2013-05-29 07:00:00
"466",2013,5,29,1814,1820,-6,2121,2133,-12,"AS",7,"N512AS","EWR","SEA",319,2402,18,20,2013-05-29 18:00:00
"467",2013,5,30,718,725,-7,930,1015,-45,"AS",21,"N518AS","EWR","SEA",291,2402,7,25,2013-05-30 07:00:00
"468",2013,5,30,1827,1820,7,2105,2133,-28,"AS",7,"N526AS","EWR","SEA",294,2402,18,20,2013-05-30 18:00:00
"469",2013,5,31,719,725,-6,932,1015,-43,"AS",21,"N581AS","EWR","SEA",295,2402,7,25,2013-05-31 07:00:00
"470",2013,5,31,1819,1820,-1,2120,2133,-13,"AS",7,"N549AS","EWR","SEA",337,2402,18,20,2013-05-31 18:00:00
"471",2013,6,1,720,725,-5,944,1015,-31,"AS",21,"N590AS","EWR","SEA",312,2402,7,25,2013-06-01 07:00:00
"472",2013,6,1,1805,1820,-15,2149,2133,16,"AS",7,"N548AS","EWR","SEA",357,2402,18,20,2013-06-01 18:00:00
"473",2013,6,2,716,725,-9,1001,1015,-14,"AS",21,"N508AS","EWR","SEA",329,2402,7,25,2013-06-02 07:00:00
"474",2013,6,2,2145,1820,205,23,2133,170,"AS",7,"N408AS","EWR","SEA",324,2402,18,20,2013-06-02 18:00:00
"475",2013,6,3,723,725,-2,1027,1015,12,"AS",21,"N566AS","EWR","SEA",331,2402,7,25,2013-06-03 07:00:00
"476",2013,6,3,1816,1820,-4,2126,2133,-7,"AS",7,"N558AS","EWR","SEA",325,2402,18,20,2013-06-03 18:00:00
"477",2013,6,4,725,725,0,1009,1015,-6,"AS",21,"N508AS","EWR","SEA",322,2402,7,25,2013-06-04 07:00:00
"478",2013,6,4,1819,1820,-1,2102,2133,-31,"AS",7,"N549AS","EWR","SEA",320,2402,18,20,2013-06-04 18:00:00
"479",2013,6,5,718,725,-7,1006,1015,-9,"AS",21,"N566AS","EWR","SEA",332,2402,7,25,2013-06-05 07:00:00
"480",2013,6,5,1817,1820,-3,2117,2133,-16,"AS",7,"N546AS","EWR","SEA",323,2402,18,20,2013-06-05 18:00:00
"481",2013,6,6,720,725,-5,957,1015,-18,"AS",21,"N553AS","EWR","SEA",322,2402,7,25,2013-06-06 07:00:00
"482",2013,6,6,1809,1820,-11,2100,2133,-33,"AS",7,"N596AS","EWR","SEA",320,2402,18,20,2013-06-06 18:00:00
"483",2013,6,7,728,725,3,1017,1015,2,"AS",21,"N548AS","EWR","SEA",331,2402,7,25,2013-06-07 07:00:00
"484",2013,6,7,2000,1820,100,2308,2133,95,"AS",7,"N551AS","EWR","SEA",326,2402,18,20,2013-06-07 18:00:00
"485",2013,6,8,727,725,2,1004,1015,-11,"AS",21,"N559AS","EWR","SEA",315,2402,7,25,2013-06-08 07:00:00
"486",2013,6,8,1809,1820,-11,2102,2133,-31,"AS",7,"N403AS","EWR","SEA",334,2402,18,20,2013-06-08 18:00:00
"487",2013,6,9,713,720,-7,957,1022,-25,"AS",15,"N553AS","EWR","SEA",327,2402,7,20,2013-06-09 07:00:00
"488",2013,6,9,1814,1825,-11,2118,2145,-27,"AS",7,"N419AS","EWR","SEA",332,2402,18,25,2013-06-09 18:00:00
"489",2013,6,10,714,720,-6,958,1022,-24,"AS",15,"N534AS","EWR","SEA",324,2402,7,20,2013-06-10 07:00:00
"490",2013,6,10,1923,1825,58,2229,2145,44,"AS",7,"N548AS","EWR","SEA",333,2402,18,25,2013-06-10 18:00:00
"491",2013,6,11,706,720,-14,941,1022,-41,"AS",15,"N535AS","EWR","SEA",311,2402,7,20,2013-06-11 07:00:00
"492",2013,6,11,1819,1825,-6,2145,2145,0,"AS",7,"N594AS","EWR","SEA",356,2402,18,25,2013-06-11 18:00:00
"493",2013,6,12,714,720,-6,1004,1022,-18,"AS",15,"N526AS","EWR","SEA",331,2402,7,20,2013-06-12 07:00:00
"494",2013,6,12,1823,1825,-2,2140,2145,-5,"AS",7,"N419AS","EWR","SEA",339,2402,18,25,2013-06-12 18:00:00
"495",2013,6,13,722,720,2,1020,1022,-2,"AS",15,"N530AS","EWR","SEA",321,2402,7,20,2013-06-13 07:00:00
"496",2013,6,13,2106,1825,161,2355,2145,130,"AS",7,"N419AS","EWR","SEA",325,2402,18,25,2013-06-13 18:00:00
"497",2013,6,14,716,720,-4,953,1022,-29,"AS",15,"N596AS","EWR","SEA",320,2402,7,20,2013-06-14 07:00:00
"498",2013,6,14,1828,1825,3,2141,2145,-4,"AS",7,"N402AS","EWR","SEA",335,2402,18,25,2013-06-14 18:00:00
"499",2013,6,15,715,720,-5,1011,1022,-11,"AS",15,"N552AS","EWR","SEA",332,2402,7,20,2013-06-15 07:00:00
"500",2013,6,15,1823,1825,-2,2132,2145,-13,"AS",7,"N407AS","EWR","SEA",345,2402,18,25,2013-06-15 18:00:00
"501",2013,6,16,710,720,-10,945,1022,-37,"AS",15,"N556AS","EWR","SEA",317,2402,7,20,2013-06-16 07:00:00
"502",2013,6,16,1829,1825,4,2202,2145,17,"AS",7,"N552AS","EWR","SEA",342,2402,18,25,2013-06-16 18:00:00
"503",2013,6,17,710,720,-10,955,1022,-27,"AS",15,"N520AS","EWR","SEA",324,2402,7,20,2013-06-17 07:00:00
"504",2013,6,17,1825,1825,0,2112,2145,-33,"AS",7,"N403AS","EWR","SEA",324,2402,18,25,2013-06-17 18:00:00
"505",2013,6,18,715,720,-5,946,1022,-36,"AS",15,"N564AS","EWR","SEA",316,2402,7,20,2013-06-18 07:00:00
"506",2013,6,18,2009,1825,104,2237,2145,52,"AS",7,"N413AS","EWR","SEA",313,2402,18,25,2013-06-18 18:00:00
"507",2013,6,19,714,720,-6,933,1022,-49,"AS",15,"N566AS","EWR","SEA",305,2402,7,20,2013-06-19 07:00:00
"508",2013,6,19,1827,1825,2,2126,2145,-19,"AS",7,"N551AS","EWR","SEA",312,2402,18,25,2013-06-19 18:00:00
"509",2013,6,20,716,720,-4,942,1022,-40,"AS",15,"N546AS","EWR","SEA",303,2402,7,20,2013-06-20 07:00:00
"510",2013,6,20,1819,1825,-6,2124,2145,-21,"AS",7,"N533AS","EWR","SEA",313,2402,18,25,2013-06-20 18:00:00
"511",2013,6,21,739,720,19,1028,1022,6,"AS",15,"N548AS","EWR","SEA",304,2402,7,20,2013-06-21 07:00:00
"512",2013,6,21,1824,1825,-1,2107,2145,-38,"AS",7,"N403AS","EWR","SEA",312,2402,18,25,2013-06-21 18:00:00
"513",2013,6,22,713,720,-7,957,1022,-25,"AS",15,"N528AS","EWR","SEA",320,2402,7,20,2013-06-22 07:00:00
"514",2013,6,22,1833,1825,8,2123,2145,-22,"AS",7,"N564AS","EWR","SEA",312,2402,18,25,2013-06-22 18:00:00
"515",2013,6,23,718,720,-2,941,1022,-41,"AS",15,"N423AS","EWR","SEA",304,2402,7,20,2013-06-23 07:00:00
"516",2013,6,23,1811,1825,-14,2109,2145,-36,"AS",7,"N549AS","EWR","SEA",311,2402,18,25,2013-06-23 18:00:00
"517",2013,6,24,717,720,-3,947,1022,-35,"AS",15,"N564AS","EWR","SEA",313,2402,7,20,2013-06-24 07:00:00
"518",2013,6,24,1832,1825,7,2148,2145,3,"AS",7,"N419AS","EWR","SEA",322,2402,18,25,2013-06-24 18:00:00
"519",2013,6,25,718,720,-2,940,1022,-42,"AS",15,"N563AS","EWR","SEA",308,2402,7,20,2013-06-25 07:00:00
"520",2013,6,25,1840,1825,15,2157,2145,12,"AS",7,"N319AS","EWR","SEA",349,2402,18,25,2013-06-25 18:00:00
"521",2013,6,26,716,720,-4,1011,1022,-11,"AS",15,"N581AS","EWR","SEA",329,2402,7,20,2013-06-26 07:00:00
"522",2013,6,26,1910,1825,45,2213,2145,28,"AS",7,"N513AS","EWR","SEA",332,2402,18,25,2013-06-26 18:00:00
"523",2013,6,27,814,720,54,1112,1022,50,"AS",15,"N506AS","EWR","SEA",337,2402,7,20,2013-06-27 07:00:00
"524",2013,6,27,1948,1825,83,2319,2145,94,"AS",7,"N553AS","EWR","SEA",343,2402,18,25,2013-06-27 18:00:00
"525",2013,6,28,711,720,-9,1005,1022,-17,"AS",15,"N528AS","EWR","SEA",329,2402,7,20,2013-06-28 07:00:00
"526",2013,6,28,2032,1825,127,2346,2145,121,"AS",7,"N525AS","EWR","SEA",342,2402,18,25,2013-06-28 18:00:00
"527",2013,6,29,717,720,-3,941,1022,-41,"AS",15,"N546AS","EWR","SEA",309,2402,7,20,2013-06-29 07:00:00
"528",2013,6,29,1817,1825,-8,2052,2145,-53,"AS",7,"N407AS","EWR","SEA",306,2402,18,25,2013-06-29 18:00:00
"529",2013,6,30,731,720,11,1009,1022,-13,"AS",15,"N524AS","EWR","SEA",318,2402,7,20,2013-06-30 07:00:00
"530",2013,6,30,1827,1825,2,2110,2145,-35,"AS",7,"N587AS","EWR","SEA",320,2402,18,25,2013-06-30 18:00:00
"531",2013,7,1,720,720,0,946,1022,-36,"AS",15,"N533AS","EWR","SEA",306,2402,7,20,2013-07-01 07:00:00
"532",2013,7,1,1939,1825,74,2204,2145,19,"AS",7,"N419AS","EWR","SEA",302,2402,18,25,2013-07-01 18:00:00
"533",2013,7,2,715,720,-5,942,1022,-40,"AS",15,"N549AS","EWR","SEA",301,2402,7,20,2013-07-02 07:00:00
"534",2013,7,2,1820,1825,-5,2104,2145,-41,"AS",7,"N423AS","EWR","SEA",311,2402,18,25,2013-07-02 18:00:00
"535",2013,7,3,711,720,-9,938,1022,-44,"AS",15,"N506AS","EWR","SEA",303,2402,7,20,2013-07-03 07:00:00
"536",2013,7,3,1823,1825,-2,2104,2145,-41,"AS",7,"N423AS","EWR","SEA",313,2402,18,25,2013-07-03 18:00:00
"537",2013,7,4,713,720,-7,941,1022,-41,"AS",15,"N532AS","EWR","SEA",309,2402,7,20,2013-07-04 07:00:00
"538",2013,7,4,1843,1825,18,2126,2145,-19,"AS",7,"N408AS","EWR","SEA",313,2402,18,25,2013-07-04 18:00:00
"539",2013,7,5,721,720,1,948,1022,-34,"AS",15,"N533AS","EWR","SEA",307,2402,7,20,2013-07-05 07:00:00
"540",2013,7,5,1816,1825,-9,2109,2145,-36,"AS",7,"N548AS","EWR","SEA",319,2402,18,25,2013-07-05 18:00:00
"541",2013,7,6,711,720,-9,940,1022,-42,"AS",15,"N558AS","EWR","SEA",311,2402,7,20,2013-07-06 07:00:00
"542",2013,7,6,1812,1825,-13,2052,2145,-53,"AS",7,"N423AS","EWR","SEA",313,2402,18,25,2013-07-06 18:00:00
"543",2013,7,7,718,720,-2,944,1022,-38,"AS",15,"N408AS","EWR","SEA",310,2402,7,20,2013-07-07 07:00:00
"544",2013,7,7,1831,1825,6,2227,2145,42,"AS",7,"N403AS","EWR","SEA",336,2402,18,25,2013-07-07 18:00:00
"545",2013,7,8,712,720,-8,1009,1022,-13,"AS",15,"N587AS","EWR","SEA",329,2402,7,20,2013-07-08 07:00:00
"546",2013,7,8,1958,1825,93,2316,2145,91,"AS",7,"N323AS","EWR","SEA",323,2402,18,25,2013-07-08 18:00:00
"547",2013,7,9,716,720,-4,949,1022,-33,"AS",15,"N523AS","EWR","SEA",316,2402,7,20,2013-07-09 07:00:00
"548",2013,7,9,1837,1825,12,2148,2145,3,"AS",7,"N402AS","EWR","SEA",318,2402,18,25,2013-07-09 18:00:00
"549",2013,7,10,717,720,-3,951,1022,-31,"AS",15,"N514AS","EWR","SEA",317,2402,7,20,2013-07-10 07:00:00
"550",2013,7,10,1827,1825,2,2206,2145,21,"AS",7,"N408AS","EWR","SEA",372,2402,18,25,2013-07-10 18:00:00
"551",2013,7,11,716,720,-4,1011,1022,-11,"AS",15,"N551AS","EWR","SEA",332,2402,7,20,2013-07-11 07:00:00
"552",2013,7,11,1827,1825,2,2123,2145,-22,"AS",7,"N423AS","EWR","SEA",319,2402,18,25,2013-07-11 18:00:00
"553",2013,7,12,715,720,-5,957,1022,-25,"AS",15,"N523AS","EWR","SEA",322,2402,7,20,2013-07-12 07:00:00
"554",2013,7,12,1819,1825,-6,2115,2145,-30,"AS",7,"N407AS","EWR","SEA",307,2402,18,25,2013-07-12 18:00:00
"555",2013,7,13,713,720,-7,941,1022,-41,"AS",15,"N512AS","EWR","SEA",311,2402,7,20,2013-07-13 07:00:00
"556",2013,7,13,1835,1825,10,2117,2145,-28,"AS",7,"N419AS","EWR","SEA",316,2402,18,25,2013-07-13 18:00:00
"557",2013,7,14,725,720,5,1013,1025,-12,"AS",15,"N556AS","EWR","SEA",323,2402,7,20,2013-07-14 07:00:00
"558",2013,7,14,1813,1825,-12,2046,2147,-61,"AS",7,"N402AS","EWR","SEA",314,2402,18,25,2013-07-14 18:00:00
"559",2013,7,15,713,720,-7,952,1025,-33,"AS",15,"N587AS","EWR","SEA",315,2402,7,20,2013-07-15 07:00:00
"560",2013,7,15,1817,1825,-8,2059,2147,-48,"AS",7,"N551AS","EWR","SEA",312,2402,18,25,2013-07-15 18:00:00
"561",2013,7,16,717,720,-3,945,1025,-40,"AS",15,"N553AS","EWR","SEA",309,2402,7,20,2013-07-16 07:00:00
"562",2013,7,16,1831,1825,6,2136,2147,-11,"AS",7,"N419AS","EWR","SEA",302,2402,18,25,2013-07-16 18:00:00
"563",2013,7,17,721,720,1,959,1025,-26,"AS",15,"N579AS","EWR","SEA",312,2402,7,20,2013-07-17 07:00:00
"564",2013,7,17,1853,1825,28,2201,2147,14,"AS",7,"N403AS","EWR","SEA",319,2402,18,25,2013-07-17 18:00:00
"565",2013,7,18,715,720,-5,946,1025,-39,"AS",15,"N586AS","EWR","SEA",314,2402,7,20,2013-07-18 07:00:00
"566",2013,7,18,1828,1825,3,2132,2147,-15,"AS",7,"N305AS","EWR","SEA",319,2402,18,25,2013-07-18 18:00:00
"567",2013,7,19,724,720,4,1007,1025,-18,"AS",15,"N413AS","EWR","SEA",321,2402,7,20,2013-07-19 07:00:00
"568",2013,7,19,1814,1825,-11,2143,2147,-4,"AS",7,"N320AS","EWR","SEA",333,2402,18,25,2013-07-19 18:00:00
"569",2013,7,20,716,720,-4,1035,1025,10,"AS",15,"N596AS","EWR","SEA",353,2402,7,20,2013-07-20 07:00:00
"570",2013,7,20,1817,1825,-8,2214,2147,27,"AS",7,"N527AS","EWR","SEA",328,2402,18,25,2013-07-20 18:00:00
"571",2013,7,21,721,720,1,1008,1025,-17,"AS",15,"N565AS","EWR","SEA",327,2402,7,20,2013-07-21 07:00:00
"572",2013,7,21,1817,1825,-8,2130,2147,-17,"AS",7,"N409AS","EWR","SEA",328,2402,18,25,2013-07-21 18:00:00
"573",2013,7,22,715,720,-5,1002,1025,-23,"AS",15,"N528AS","EWR","SEA",325,2402,7,20,2013-07-22 07:00:00
"574",2013,7,22,1844,1825,19,2256,2147,69,"AS",7,"N408AS","EWR","SEA",338,2402,18,25,2013-07-22 18:00:00
"575",2013,7,23,725,720,5,1014,1025,-11,"AS",15,"N559AS","EWR","SEA",326,2402,7,20,2013-07-23 07:00:00
"576",2013,7,23,1939,1825,74,2236,2147,49,"AS",7,"N423AS","EWR","SEA",324,2402,18,25,2013-07-23 18:00:00
"577",2013,7,24,717,720,-3,1009,1025,-16,"AS",15,"N597AS","EWR","SEA",331,2402,7,20,2013-07-24 07:00:00
"578",2013,7,24,1832,1825,7,2143,2147,-4,"AS",7,"N403AS","EWR","SEA",326,2402,18,25,2013-07-24 18:00:00
"579",2013,7,25,711,720,-9,957,1025,-28,"AS",15,"N532AS","EWR","SEA",325,2402,7,20,2013-07-25 07:00:00
"580",2013,7,25,1815,1825,-10,2116,2147,-31,"AS",7,"N407AS","EWR","SEA",333,2402,18,25,2013-07-25 18:00:00
"581",2013,7,26,721,720,1,1004,1025,-21,"AS",15,"N556AS","EWR","SEA",322,2402,7,20,2013-07-26 07:00:00
"582",2013,7,26,1822,1825,-3,2140,2147,-7,"AS",7,"N419AS","EWR","SEA",342,2402,18,25,2013-07-26 18:00:00
"583",2013,7,27,716,720,-4,1003,1025,-22,"AS",15,"N553AS","EWR","SEA",317,2402,7,20,2013-07-27 07:00:00
"584",2013,7,27,1813,1825,-12,2102,2147,-45,"AS",7,"N525AS","EWR","SEA",325,2402,18,25,2013-07-27 18:00:00
"585",2013,7,28,715,720,-5,952,1025,-33,"AS",15,"N546AS","EWR","SEA",308,2402,7,20,2013-07-28 07:00:00
"586",2013,7,28,1827,1825,2,2216,2147,29,"AS",7,"N403AS","EWR","SEA",315,2402,18,25,2013-07-28 18:00:00
"587",2013,7,29,733,720,13,1030,1025,5,"AS",15,"N551AS","EWR","SEA",335,2402,7,20,2013-07-29 07:00:00
"588",2013,7,29,1814,1825,-11,2125,2147,-22,"AS",7,"N506AS","EWR","SEA",339,2402,18,25,2013-07-29 18:00:00
"589",2013,7,30,713,720,-7,1007,1025,-18,"AS",15,"N527AS","EWR","SEA",340,2402,7,20,2013-07-30 07:00:00
"590",2013,7,30,1818,1825,-7,2126,2147,-21,"AS",7,"N423AS","EWR","SEA",338,2402,18,25,2013-07-30 18:00:00
"591",2013,7,31,713,720,-7,959,1025,-26,"AS",15,"N530AS","EWR","SEA",325,2402,7,20,2013-07-31 07:00:00
"592",2013,7,31,1835,1825,10,2201,2147,14,"AS",7,"N403AS","EWR","SEA",348,2402,18,25,2013-07-31 18:00:00
"593",2013,8,1,715,720,-5,1010,1025,-15,"AS",15,"N529AS","EWR","SEA",329,2402,7,20,2013-08-01 07:00:00
"594",2013,8,1,1931,1825,66,2235,2147,48,"AS",7,"N413AS","EWR","SEA",331,2402,18,25,2013-08-01 18:00:00
"595",2013,8,2,716,720,-4,1027,1025,2,"AS",15,"N546AS","EWR","SEA",342,2402,7,20,2013-08-02 07:00:00
"596",2013,8,2,1831,1825,6,2139,2147,-8,"AS",7,"N402AS","EWR","SEA",335,2402,18,25,2013-08-02 18:00:00
"597",2013,8,3,706,720,-14,1024,1025,-1,"AS",15,"N524AS","EWR","SEA",351,2402,7,20,2013-08-03 07:00:00
"598",2013,8,3,1822,1825,-3,2134,2147,-13,"AS",7,"N413AS","EWR","SEA",348,2402,18,25,2013-08-03 18:00:00
"599",2013,8,4,718,720,-2,1001,1025,-24,"AS",15,"N552AS","EWR","SEA",328,2402,7,20,2013-08-04 07:00:00
"600",2013,8,4,1822,1825,-3,2142,2147,-5,"AS",7,"N409AS","EWR","SEA",343,2402,18,25,2013-08-04 18:00:00
"601",2013,8,5,720,720,0,1008,1025,-17,"AS",15,"N536AS","EWR","SEA",331,2402,7,20,2013-08-05 07:00:00
"602",2013,8,5,1841,1825,16,2223,2147,36,"AS",7,"N407AS","EWR","SEA",335,2402,18,25,2013-08-05 18:00:00
"603",2013,8,6,714,720,-6,1019,1025,-6,"AS",15,"N570AS","EWR","SEA",338,2402,7,20,2013-08-06 07:00:00
"604",2013,8,6,1822,1825,-3,2137,2147,-10,"AS",7,"N407AS","EWR","SEA",334,2402,18,25,2013-08-06 18:00:00
"605",2013,8,7,720,720,0,1011,1025,-14,"AS",15,"N409AS","EWR","SEA",331,2402,7,20,2013-08-07 07:00:00
"606",2013,8,7,1825,1825,0,2156,2147,9,"AS",7,"N407AS","EWR","SEA",341,2402,18,25,2013-08-07 18:00:00
"607",2013,8,8,720,720,0,1007,1025,-18,"AS",15,"N402AS","EWR","SEA",323,2402,7,20,2013-08-08 07:00:00
"608",2013,8,8,1953,1825,88,2338,2147,111,"AS",7,"N408AS","EWR","SEA",340,2402,18,25,2013-08-08 18:00:00
"609",2013,8,9,726,720,6,1021,1025,-4,"AS",15,"N409AS","EWR","SEA",332,2402,7,20,2013-08-09 07:00:00
"610",2013,8,9,1949,1825,84,2345,2147,118,"AS",7,"N407AS","EWR","SEA",350,2402,18,25,2013-08-09 18:00:00
